Name,Description,Category
,What ended my last rishta?,Base Game
,What's that sound?,Base Game
,"Uh, hey guys, I know this was my idea, but I'm having serious doubts about ____.",Base Game
,Why am I sticky?,Base Game
,Next on PTV Sports: The World Series of ____.,Base Game
,"When I am a billionaire, I shall erect a 50-foot statue to commemorate ____.",Base Game
,Military historians remember Alexander the Great for his brilliant use of ____ against the Persians.,Base Game
,War! What is it good for?,Base Game
,"In an attempt to reach a wider audience, the Lahore Museum has opened an interactive exhibit on ____.",Canadian Conversion Pack
,What's the government using to inspire rural students to suceed?,Canadian Conversion Pack
,PIA guidelines now prohibit ____ on airplanes.,Canadian Conversion Pack
,"CTV presents ____, the store of ____.",Canadian Conversion Pack
,In Lahore it is now legal to ____.,Canadian Conversion Pack
,"Pak Sarzameen, we stand on guard for ____.",Canadian Conversion Pack
,"After unifying the taxes, the Government can now afford to provide ____ for ____.",Canadian Conversion Pack
,"Papa, come quickly! There, in the garden! Do you see ____? Tell me you see it, Papa!",Family Edition
,Attention students! The Principal is at home recovering from ____. We hope he'll be back soon.,Family Edition
,"I'm sorry, Jordan, but that's not an acceptable Science Fair project. That's just ____.",Family Edition
,"The warm August air was filled with change. Things were different, for Kayla was now ____.",Family Edition
,"This is gonna be the best sleepover ever. Once Mom goes to bed, it's time for ____!",Family Edition
,Coming soon! Batman vs. ____.,Family Edition
,"Class, pay close attention. I will now demonstrate the physics of ____.",Family Edition
,"Hey Riley, I'll give you five bucks if you try ____.",Family Edition
,"Time to put on my favorite t-shirt, the one that says ""I heart ____.""",Family Edition
,My dad and I enjoy ____ together.,Family Edition
,"Hey, kids. I'm Master Sahab. Today, I'm gonna teach you how to defend yourself against ____.",Family Edition
,MY NAME CHUNGO.\nCHUNGO LOVE ____.,Family Edition
,"Never fear, Captain ____ is here!",Family Edition
,"Kids, Dad is trying something new this week. It's called ""____.""",Family Edition
,"Oh, no thank you, Mrs. Lee. I've had plenty of ____ for now.",Family Edition
,There's nothing better than chai and ____.,Family Edition
,"And over here is Picasso's most famous painting, ""Portrait of ____.""",Family Edition
,The aliens are here. They want ____.,Family Edition
,"They call me ""Mr. ____.""",Family Edition
,Mom!? You have to come pick me up! There's ____ at this party!,Family Edition
,CNN breaking news! Over half of Americans are now ____.,Family Edition
,"On the next episode of Dora the Explorer, Dora explores ____.",Family Edition
,"Alright, which one of you little turds is responsible for ____?!",Family Edition
,"Ladies and gentlemen, I have discovered something amazing. I have discovered ____.",Family Edition
,"And in the blue corner, weighing in at 280 pounds, it's Tommy ""____"" Takahashi!",Family Edition
,Bar.B.Q Tonight: No rules. Just ____.,Family Edition
,Ew. Grandpa smells like ____.,Family Edition
,"My name is Peter Parker. I was bitten by a radioactive spider, and now I'm ____.",Family Edition
,"Put on your helmet, strap on your goggles, and get ready for ____!",Family Edition
,Attention students! This is Principal Butthead reminding you that we do not allow ____ in the hallway. Thank you.,Family Edition
,What's about to take this school function to the next level?,Family Edition
,All I want for Eid is ____.,Family Edition
,Me and my friends don't play with dolls anymore. We're into ____ now.,Family Edition
,We're not supposed to go in the attic. My parents keep ____ in there.,Family Edition
,Police! Arrest this man! He's ____.,Family Edition
,"My favorite dinosaur is ""____asaurus.""",Family Edition
,"When I pooped, what came out of my butt?",Family Edition
,"I'm not like the other children. Toys bore me, and I don't care for sweets. I prefer ____.",Family Edition
,"I'm sorry, Mrs. Sanchez, but I couldn't finish my homework because of ____.",Family Edition
,"Oh Boss, we show our devotion with a humble offering of ____!",Family Edition
,"Thanks for watching! If you want to see more vids of ____, smash that subscribe.",Family Edition
,"We're off to see the wizard, the wonderful wizard of ____!",Family Edition
,What's all fun and games until somebody gets hurt?,Family Edition
,"Young lady, we do not allow ____ at the dinner table.",Family Edition
,"Welcome! We're glad you're here. Now sit back, relax, and enjoy ____.",Family Edition
,My favorite book is The Amazing Adventures of ____.,Family Edition
,"Well, look what we have here! A big fancy man walkin' in like he's ____.",Family Edition
,ENOUGH! I will not let ____ tear this family apart!,Family Edition
,"Madam PM, we've run out of time. The only option is ____.",Family Edition
,"I have invented a new sport. I call it ""____ ball.""",Family Edition
,"Hey, check out my band! We're called ""Rage Against ____.""",Family Edition
,Moms love ____.,Family Edition
,Where do babies come from?,Family Edition
,CHUNGO ANGRY. CHUNGO DESTROY ____.,Family Edition
,"At school, I'm just Mandy. But at summer camp, I'm ""____ Mandy.""",Family Edition
,"James Bond will return in ""No Time for ____.""",Family Edition
,It's BIG. It's SCARY. It's ____!,Family Edition
,"Disney proudly presents: ""____ on Ice.""",Family Edition
,What really killed the dinosaurs?,Family Edition
,Beep beep! ____ coming through!,Family Edition
,Now in bookstores: Nancy Drew and the Mystery of ____.,Family Edition
,"You don't love me, Sam. All you care about is ____.",Family Edition
,Did you know that Benjamin Franklin invented ____?,Family Edition
,"One nation, indivisible, with liberty and ____ for all.",Family Edition
,The easiest way to tell me and my twin apart is that I have a freckle on my cheek and she's ____.,Family Edition
,Hey guys. I just want to tell all my followers who are struggling with ____: it DOES get better.,Family Edition
,"Whoa there, partner! Looks like ____ spooked my horse.",Family Edition
,"Princess Marigold, the kingdom is in danger! You must stop ____.",Family Edition
,"Shut up, Becky! At least I'm not ____.",Family Edition
,I lost my arm in a ____ accident.,Family Edition
,"Isn't this great, honey? Just you, me, the kids, and ____.",Family Edition
,Foolish child! Did you think you could escape from ____?,Family Edition
,Girls just wanna have ____.,Family Edition
,"Run, run, as fast as you can. You can't catch me, I'm ____!",Family Edition
,"New from Mattel, it's ____ Barbie!",Family Edition
,"No fair! How come Chloe gets her own phone, and all I get is ____?",Family Edition
,"Bow before me, for I am the Queen of ____!",Family Edition
,New from Hasbro! It's BUNGO: The Game of ____.,Family Edition
,"I don't really know what my mom's job is, but I think it has something to do with ____.",Family Edition
,Our day at the water park was totally ruined by ____.,Family Edition
,Charmander has evolved into ____!,Family Edition
,What killed Old Jim?,Family Edition
,What's keeping Dad so busy in the garage?,Family Edition
,Boys? No. ____? Yes!,Family Edition
,ME HUNGRY. ME WANT ____.,Family Edition
,"Oh, that's my mom's friend Carl. He comes over and helps her with ____.",Family Edition
,"Guys, stop it! There's nothing funny about ____.",Family Edition
,"Huddle up, Wildcats! They may be bigger. They may be faster. But we've got a secret weapon: ____",Family Edition
,I do not fight for wealth. I do not fight for glory. I fight for ____!,Family Edition
,"Come on, Danny. All the cool kids are doin' it. Wanna try ____?",Family Edition
,"Coming to theaters this holiday season, ""Star Wars: The Rise of ____.""",Family Edition
,And today's soup is Cream of ____.,The Fifth Expansion
,"Now in bookstores: 'The Audacity of ____,' by Imran Khan.",The Fifth Expansion
,WHOOO! Wow I love ____!,The Fifth Expansion
,Do you lack energy? Does it sometimes feel like the whole world is ____? Panadol.®,The Fifth Expansion
,"Hi, this is Jim from accounting. We noticed a $1,200 charge labeled '____.' Can you explain?",The Fifth Expansion
,"Well if ____ is good enough for ____, it's good enough for me.",The Fifth Expansion
,"Don't forget! Beginning this week, Jummah will officially become ""____ Friday.""",The Fifth Expansion
,"In his farewell address, Quaid-e-Azam famously warned Pakistanis about the dangers of ____.",The Fifth Expansion
,Having the worst day EVER. #____,The Fifth Expansion
,Get ready for the movie of the summer! One cop plays by the book. The other's only interested in one thing: ____.,The Fifth Expansion
,What's making things awkward in the sauna?,The Fifth Expansion
,Life's pretty tough in the fast lane. That's why I never leave the house without ____.,The Fifth Expansion
,Patient presents with ____. Likely a result of ____.,The Fifth Expansion
,"Help me doctor, I've got ____ in my tummy!",The Fifth Expansion
,Why am I broke?,The Fifth Expansion
,"I don't mean to brag, but they call me the Shahid Afridi of ____.",The Fifth Expansion
,"Heed my voice, mortals! I am the king of ____, and I will not tolerate ____!",The Fifth Expansion
,"Here at the Academy for Gifted Children, we allow students to explore ____ at their own pace.",The Fifth Expansion
,"Well what do you have to say for yourself, Casey? This is the third time you've been sent to the principal's office for ____.",The Fifth Expansion
,"In his new action comedy, Jackie Chan must fend off ninjas while also dealing with ____.",The Fifth Expansion
,Khaadi kurta: $100. Dinner for two at that swanky restaurant: $300. The look on her face when you surprise her with ____: priceless.,The Fifth Expansion
,Do the Dew ® with our most extreme flavor yet! Get ready for Mountain Dew ____!,The Fifth Expansion
,My plan for world domination begins with ____.,The First Expansion
,The ISI now interrogates enemy agents by repeatedly subjecting them to ____.,The First Expansion
,"Dear Sir or Madam, We regret to inform you that the Office of ____ has denied your request for ____",The First Expansion
,Science will never explain ____.,The First Expansion
,I learned the hard way that you can't cheer up a grieving friend with ____.,The First Expansion
,"In its new tourism campaign, Karachi proudly proclaims that it has finally eliminated ____.",The First Expansion
,An international tribunal has found ____ guilty of ____.,The First Expansion
,The government has declared that access to ____ is a basic human right.,The First Expansion
,"In his new self-produced album, Atif Aslam sings over the sounds of ____.",The First Expansion
,What's the gift that keeps on giving?,The First Expansion
,"Next season on Man vs. Wild, Bear Grylls must survive in the depths of the Amazon with only ____ and his wits.",The First Expansion
